Country Code,Date,City,Latitude,Longitude,Max Temp,Humidity,Cloud Cover,Wind Speed
RU,1554338664,Solnechnyy,50.72,136.64,270.8,0,0,2.31
GR,1554338440,Methoni,36.82,21.7,287.04,40,40,3.91
PH,1554338665,Simbahan,6.3,120.58,301.1,0,0,4.51
BR,1554338666,Pocone,-16.26,-56.62,297.25,76,76,0.41
RU,1554336000,Almaznyy,48.03,40.04,275.15,75,75,2.0
PT,1554338437,Peniche,39.36,-9.38,283.71,0,0,3.6
PH,1554338668,Dingle,11.0,122.67,299.85,0,0,4.81
CN,1554338669,Yinchuan,38.48,106.21,282.7,56,56,1.31
NA,1554338669,Outjo,-20.11,16.16,287.35,0,0,1.21
IT,1554338644,Rome,41.89,12.48,287.04,75,75,6.7
CD,1554338670,Mbandaka,0.05,18.26,294.95,88,88,1.86
BB,1554336000,Bathsheba,13.22,-59.52,299.15,40,40,7.7
ES,1554338658,Santa Pola,38.19,-0.56,289.26,0,0,4.1
CA,1554338524,Regina,50.45,-104.62,284.15,90,90,9.3
SB,1554338673,Kirakira,-10.46,161.92,301.65,32,32,3.06
PT,1554337860,Praia da Vitoria,38.73,-27.07,286.15,40,40,8.01
NO,1554338674,Mehamn,71.03,27.85,270.2,76,76,2.31
DZ,1554336000,Adrar,27.87,-0.29,299.15,40,40,8.7
PK,1554338675,Sibi,29.55,67.88,294.7,0,0,1.51
CO,1554338531,Cabras,5.5,-75.6,288.71,80,80,0.46
BR,1554338677,Sao Joao da Barra,-21.64,-41.05,298.1,36,36,3.06
FR,1554338542,Saint-Augustin,44.83,-0.61,279.15,0,0,1.0
US,1554338650,Waseca,44.08,-93.51,281.15,1,1,2.1
LY,1554338679,Awbari,26.59,12.77,288.5,12,12,2.26
ES,1554338621,Fortuna,38.18,-1.13,289.26,0,0,4.1
TH,1554338680,Prachuap Khiri Khan,11.81,99.79,296.9,0,0,0.66
GN,1554338680,Mandiana,10.62,-8.7,299.05,80,80,3.21
CA,1554336000,Inuvik,68.36,-133.71,259.15,75,75,5.1
CN,1554338467,Haimen,31.87,121.18,290.37,68,68,3.26
AU,1554338669,Kiama,-34.67,150.86,293.15,75,75,4.1
PT,1554338669,Montijo,38.71,-8.97,284.82,0,0,3.6
PE,1554338683,Matara,-13.74,-72.9,281.9,92,92,0.86
CA,1554338313,Torbay,47.66,-52.73,273.71,90,90,12.3
RU,1554338685,Podgornoye,57.79,82.64,269.6,56,56,1.61
PY,1554338685,Puerto Rico,-26.82,-55.03,296.3,44,44,1.16
BR,1554338686,Iguape,-24.7,-47.56,297.2,32,32,4.16
RU,1554338687,Kidero,42.19,45.96,271.2,92,92,0.61
CU,1554335400,Florida,21.53,-78.23,298.15,20,20,6.2
GL,1554338688,Paamiut,61.99,-49.67,272.65,88,88,4.91
CD,1554338689,Bukama,-9.2,25.85,295.25,44,44,0.96
ID,1554336000,Kendal,-6.92,110.2,299.15,20,20,1.61
GF,1554338690,Sinnamary,5.38,-52.96,299.85,92,92,5.81
US,1554339300,Centralia,39.21,-92.14,291.48,40,40,4.6
AU,1554338536,Emerald,-23.53,148.16,299.15,0,0,6.7
MK,1554338692,Poum,41.28,20.71,277.05,44,44,0.46
CN,1554338693,Huilong,28.89,110.18,283.05,100,100,1.26
MX,1554334800,Acapulco,16.86,-99.88,302.15,5,5,4.6
AU,1554338645,Byron Bay,-28.65,153.62,298.71,88,88,6.2
DK,1554338695,Saeby,57.33,10.52,281.45,56,56,7.46
ES,1554338463,Los Llanos de Aridane,28.66,-17.92,289.15,75,75,2.1
NO,1554338451,Sorland,67.67,12.69,276.3,36,36,14.26
NZ,1554338553,Ahipara,-35.17,173.16,294.25,32,32,4.66
NZ,1554337577,Waipawa,-39.94,176.59,290.93,24,24,0.89
IS,1554338699,Hofn,64.25,-15.21,275.2,68,68,3.31
VN,1554336000,Nha Trang,12.24,109.19,301.15,20,20,2.1
ZA,1554337812,Kathu,-27.7,23.05,289.82,0,0,4.11
US,1554338423,Redmond,47.67,-122.12,286.48,75,75,5.1
CO,1554336000,Villa del Rosario,7.83,-72.47,299.15,40,40,4.1
SD,1554338702,Umm Kaddadah,13.6,26.69,292.5,0,0,4.36
WS,1554338544,Lufilufi,-13.87,-171.6,300.93,8,8,1.79
AU,1554338012,Forbes,-33.38,148.01,300.37,88,88,0.89
SD,1554338432,Kutum,14.2,24.66,287.5,0,0,2.31
ZM,1554338705,Kalabo,-15.0,22.67,297.25,68,68,3.61
BD,1554338706,Nageshwari,25.94,89.71,290.45,0,0,2.41
NA,1554338706,Katima Mulilo,-17.5,24.28,293.45,0,0,3.21
ID,1554338707,Meulaboh,4.14,96.13,299.05,56,56,0.71
KZ,1554336000,Oskemen,49.96,82.61,279.15,90,90,3.0
NO,1554338709,Berlevag,70.86,29.09,271.75,80,80,3.46
NZ,1554338710,Te Anau,-45.41,167.72,283.85,100,100,1.76
JP,1554336000,Shingu,33.72,135.99,285.15,20,20,5.7
CA,1554338284,Thunder Bay,48.41,-89.26,272.59,40,40,6.7
AR,1554338711,Santiago del Estero,-27.8,-64.26,298.25,88,88,2.36
ID,1554338712,Payo,-3.75,103.64,295.75,92,92,0.66
CL,1554336000,Coquimbo,-29.95,-71.34,289.15,0,0,2.1
CN,1554338699,Langfang,39.51,116.7,288.71,0,0,1.0
PA,1554338402,Bocas del Toro,9.33,-82.25,288.71,32,32,3.58
TD,1554338714,Biltine,14.53,20.93,295.05,0,0,4.11
US,1554338661,Valparaiso,41.47,-87.06,286.48,90,90,1.5
TD,1554338715,Am Timan,11.04,20.28,294.8,0,0,2.66
LY,1554338715,Benghazi,32.12,20.07,289.1,12,12,6.71
GB,1554338705,Castleblayney,54.12,-6.74,277.59,40,40,5.1
RU,1554338716,Gari,59.43,62.35,262.85,0,0,1.06
AR,1554336000,San Carlos de Bariloche,-41.13,-71.31,280.15,75,75,3.6
GB,1554338717,West Bay,50.71,-2.76,277.59,40,40,3.1
CD,1554338717,Kindu,-2.95,25.92,296.95,8,8,0.71
BR,1554338706,Campo Bom,-29.67,-51.06,299.15,0,0,3.1
JP,1554338548,Hirado,33.32,129.49,285.15,0,0,0.5
SY,1554338719,Sinjar,35.59,37.0,281.45,0,0,1.31
GN,1554338720,Nzerekore,7.76,-8.82,294.25,44,44,1.21
IN,1554336000,Varkkallai,8.73,76.71,301.15,20,20,2.6
MU,1554338643,Grand Gaube,-20.01,57.66,298.15,40,40,4.61
RS,1554337800,Belgrade,44.82,20.46,285.15,0,0,9.8
CM,1554338722,Tibati,6.47,12.63,296.45,56,56,2.51
NG,1554338723,Wukari,7.87,9.78,300.1,12,12,2.56
US,1554338646,Fairbanks,64.84,-147.72,271.15,1,1,8.7
CN,1554338725,Yuanping,38.72,112.71,277.0,0,0,1.06
US,1554338709,Havelock,34.88,-76.9,288.15,1,1,3.6
ZM,1554338728,Nchelenge,-9.35,28.74,292.55,80,80,2.41
TR,1554338728,Susehri,40.16,38.09,272.1,92,92,0.91
RU,1554338729,Nizhneudinsk,54.91,99.03,270.45,32,32,1.56
BM,1554337893,Hamilton,32.3,-64.78,292.15,75,75,4.6
IN,1554338730,Sardarpur,22.68,74.95,291.25,0,0,1.76
CA,1554336540,Betsiamites,48.94,-68.65,272.15,90,90,1.5
NZ,1554338585,Christchurch,-43.53,172.64,289.82,48,48,3.6
GL,1554335400,Nuuk,64.17,-51.74,269.15,75,75,10.3
SN,1554338732,Bakel,14.9,-12.46,303.4,80,80,6.06
KZ,1554338733,Kentau,43.52,68.5,277.95,56,56,0.86
ZA,1554338711,Fochville,-26.49,27.49,288.71,0,0,2.81
RU,1554338733,Yekimovichi,54.11,33.29,270.1,24,24,2.36
RU,1554338734,Kurilsk,45.23,147.88,272.05,68,68,9.71
PE,1554338735,Yauya,-8.99,-77.29,281.45,56,56,0.86
SA,1554336000,Turayf,31.68,38.65,284.15,0,0,2.6
CN,1554338538,Alihe,50.57,123.73,270.8,88,88,1.71
HN,1554336000,Amapa,15.09,-87.97,302.15,20,20,4.1
ML,1554338736,Araouane,18.9,-3.53,299.1,0,0,3.71
RU,1554338737,Yagodnoye,62.52,149.63,267.7,80,80,1.31
SV,1554338708,Acajutla,13.59,-89.83,297.59,64,64,0.45
CA,1554336000,Norman Wells,65.28,-126.83,259.15,40,40,6.7
PE,1554338688,Hualmay,-11.1,-77.61,293.75,32,32,2.51
US,1554338407,Laredo,27.51,-99.51,297.15,75,75,4.6
RU,1554338739,Kasimov,54.94,41.4,271.0,48,48,5.36
RU,1554338740,Sovetskiy,56.76,48.47,267.85,0,0,4.81
CN,1554338742,Shenjiamen,29.96,122.3,285.5,92,92,4.56
CN,1554338727,Jiangdu,32.43,119.56,289.82,64,64,0.45
RU,1554338743,Nyurba,63.29,118.35,271.2,88,88,1.56
JP,1554338744,Shizunai,42.33,142.37,276.3,24,24,2.11
FI,1554338740,Heinola,61.2,26.03,275.15,0,0,3.1
CG,1554338745,Ouesso,1.61,16.05,296.6,24,24,1.66
AU,1554336000,Mount Gambier,-37.83,140.78,289.15,75,75,5.1
YE,1554338489,Aden,12.79,45.03,299.75,88,88,4.31
PH,1554338746,San Policarpo,12.18,125.51,300.0,48,48,4.41
US,1554338092,Torrington,42.06,-104.18,285.15,90,90,4.6
CA,1554338238,Whitehorse,60.72,-135.06,269.82,90,90,4.6
CA,1554338747,Ponoka,52.68,-113.59,283.71,90,90,3.1
RU,1554338749,Deputatskiy,69.3,139.9,262.3,0,0,1.76
PH,1554338749,San Quintin,17.54,120.52,297.35,0,0,1.76
BR,1554338605,Santana do Livramento,-30.89,-55.53,300.05,88,88,2.11
RU,1554338751,Vrangel,42.73,133.08,277.85,12,12,5.81
AU,1554336000,Cooma,-36.24,149.13,287.15,40,40,1.5
MY,1554338751,Kapit,2.02,112.94,297.35,88,88,0.86
NG,1554338752,Yaan,7.38,8.57,302.5,0,0,4.11
CN,1554338753,Chifeng,42.27,118.96,284.35,0,0,5.91
CD,1554338753,Inongo,-1.93,18.29,298.35,12,12,1.31
RU,1554338703,Yerbogachen,61.28,108.01,271.15,92,92,2.81
MX,1554337885,Pochutla,15.74,-96.47,303.15,20,20,4.1
GB,1554338712,Lincoln,53.23,-0.54,276.15,12,12,0.5
FR,1554338625,Saint-Pierre,48.95,4.24,277.15,0,0,3.6
AU,1554338644,Burnie,-41.05,145.91,289.82,0,0,4.47
AR,1554338731,Azul,-36.78,-59.86,290.37,0,0,4.06
UA,1554338759,Novikovo,45.05,34.56,271.75,0,0,1.41
US,1554338745,Kerrville,30.05,-99.14,290.93,90,90,4.6
BR,1554338759,Uaua,-9.84,-39.48,295.4,44,44,4.11
US,1554338545,Scottsbluff,41.87,-103.67,285.15,90,90,5.7
CR,1554336000,Puntarenas,9.98,-84.84,298.15,0,0,8.2
US,1554338664,East Stroudsburg,41.0,-75.18,288.15,1,1,7.2
GB,1554338762,Warrington,53.39,-2.59,277.15,0,0,5.7
IN,1554338762,Karwar,14.8,74.13,295.9,8,8,0.96
RU,1554338762,Sosnovo-Ozerskoye,52.53,111.54,267.05,24,24,6.61
TT,1554338706,San Fernando,10.28,-61.46,298.15,20,20,4.1
OM,1554338766,Sur,22.57,59.53,299.75,0,0,1.86
US,1554338733,Key West,47.93,-96.78,276.15,1,1,1.46
YE,1554338767,Sayyan,15.17,44.32,280.3,8,8,0.61
